event_id,label,scenario,time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
SIM-0375,0,parked_tipover,6130,0.008010,0.935081,-0.054221,-0.872604,0.925099,-2.284726
SIM-0375,0,parked_tipover,6140,-0.052223,0.979396,-0.069054,-0.898205,-0.293004,-0.941119
SIM-0375,0,parked_tipover,6150,-0.026849,1.003976,-0.054267,-2.539847,0.918652,-1.543371
SIM-0375,0,parked_tipover,6160,-0.000114,0.952629,-0.079949,0.735078,0.469257,2.485916
SIM-0375,0,parked_tipover,6170,0.031121,1.012067,-0.063893,0.863445,1.514168,1.577795
SIM-0375,0,parked_tipover,6180,0.009765,0.983198,-0.021602,-1.487795,-1.593486,2.925174
SIM-0375,0,parked_tipover,6190,0.002517,0.983787,-0.042971,-2.663146,-1.562536,-1.354394
SIM-0375,0,parked_tipover,6200,-0.014605,0.992418,-0.050015,-4.482465,-1.129576,0.723650
SIM-0375,0,parked_tipover,6210,-0.041757,0.975436,-0.048818,-1.842526,-2.243304,-0.048610
SIM-0375,0,parked_tipover,6220,-0.009208,1.006349,-0.040420,2.296687,-1.336575,1.261291
SIM-0375,0,parked_tipover,6230,0.007009,0.984400,-0.055076,-1.660244,1.541989,1.048989
SIM-0375,0,parked_tipover,6240,-0.036812,0.990274,-0.018461,2.374623,2.004798,0.057658
SIM-0375,0,parked_tipover,6250,0.018414,1.058656,-0.061329,0.332686,-3.464038,3.995916
SIM-0375,0,parked_tipover,6260,0.011536,0.977601,-0.069618,1.443347,1.274015,0.850102
SIM-0375,0,parked_tipover,6270,-0.033949,0.973558,-0.013042,-1.182197,-0.544962,0.382563
SIM-0375,0,parked_tipover,6280,0.005751,0.970924,-0.043619,0.055933,-1.434287,-0.888801
SIM-0375,0,parked_tipover,6290,-0.041385,0.996198,-0.051276,-1.239784,1.166357,-2.311575
SIM-0375,0,parked_tipover,6300,-0.008855,1.022651,-0.016478,-1.479844,-1.179208,-0.858282
SIM-0375,0,parked_tipover,6310,-0.036255,0.957919,-0.033077,-1.994817,0.485340,-0.676853
SIM-0375,0,parked_tipover,6320,0.016604,0.985536,-0.039801,0.436074,-1.227495,-2.556198
SIM-0375,0,parked_tipover,6330,0.000421,0.966502,-0.058680,-2.113983,-0.133902,0.832021
SIM-0375,0,parked_tipover,6340,-0.010902,0.940629,-0.056797,-2.183842,3.130875,-0.364746
SIM-0375,0,parked_tipover,6350,0.007991,0.975283,-0.112231,-0.936184,0.048044,1.652034
SIM-0375,0,parked_tipover,6360,-0.018506,1.009831,-0.053780,0.978624,-1.239367,1.775850
SIM-0375,0,parked_tipover,6370,-0.032186,0.984507,-0.050702,0.918946,-1.572513,-3.528369
SIM-0375,0,parked_tipover,6380,-0.007014,0.991740,-0.060522,-0.158811,-2.624888,-0.411285
SIM-0375,0,parked_tipover,6390,-0.017644,1.018848,-0.062220,-2.652347,0.256348,0.131441
SIM-0375,0,parked_tipover,6400,-0.019238,0.980952,-0.066315,-0.036060,1.864848,-2.995608
SIM-0375,0,parked_tipover,6410,-0.026714,1.037701,-0.062634,0.087357,-4.303950,-3.008859
SIM-0375,0,parked_tipover,6420,0.009218,0.971538,-0.077832,-0.091616,3.807335,-2.914639
SIM-0375,0,parked_tipover,6430,0.025511,0.990656,-0.044398,-0.436870,3.212448,0.630692
SIM-0375,0,parked_tipover,6440,0.022343,0.966907,-0.047157,-1.217347,-0.091574,2.695742
SIM-0375,0,parked_tipover,6450,-0.040064,0.990548,-0.066620,-2.999388,-0.679417,-1.154319
SIM-0375,0,parked_tipover,6460,-0.020967,0.954712,-0.092730,1.029286,-0.791145,1.283633
SIM-0375,0,parked_tipover,6470,-0.001066,0.993510,-0.030936,-1.960275,0.465787,-0.715739
SIM-0375,0,parked_tipover,6480,-0.009674,0.993807,-0.043389,-0.726940,1.392013,-1.489535
SIM-0375,0,parked_tipover,6490,-0.020677,0.957747,-0.036847,-0.511104,-0.866062,0.131559
SIM-0375,0,parked_tipover,6500,-0.016955,0.924580,-0.027834,-0.112583,1.190617,0.275729
SIM-0375,0,parked_tipover,6510,0.035746,1.013122,-0.095806,-0.599811,1.706239,0.112709
SIM-0375,0,parked_tipover,6520,-0.009677,1.007945,-0.068960,-1.166643,-3.488566,0.444709
SIM-0375,0,parked_tipover,6530,-0.000853,1.003923,-0.042673,0.144451,0.690215,-0.574282
SIM-0375,0,parked_tipover,6540,-0.019582,0.993703,-0.038707,1.102824,-1.257290,-1.212493
SIM-0375,0,parked_tipover,6550,-0.015027,0.992810,-0.058064,-0.572112,1.531073,-1.173015
SIM-0375,0,parked_tipover,6560,-0.011561,0.975176,-0.058757,-1.894782,1.486343,-0.258320
SIM-0375,0,parked_tipover,6570,-0.015666,0.974876,-0.051823,0.502792,0.710701,1.684568
SIM-0375,0,parked_tipover,6580,-0.052424,0.982659,-0.032172,0.151485,-2.062716,-2.697934
SIM-0375,0,parked_tipover,6590,0.033415,0.981019,-0.057268,0.172934,0.964862,0.500707
SIM-0375,0,parked_tipover,6600,0.014301,0.977991,-0.062787,-1.586104,3.089760,-0.367171
SIM-0375,0,parked_tipover,6610,-0.011803,0.978861,-0.083786,0.890559,-1.234989,-0.136301
SIM-0375,0,parked_tipover,6620,-0.006361,0.988429,-0.034292,0.727714,0.199885,0.623697
SIM-0375,0,parked_tipover,6630,0.013531,0.991608,-0.059728,-0.974044,-0.889084,-0.384414
SIM-0375,0,parked_tipover,6640,0.038674,0.953811,-0.061884,-2.038918,0.611642,0.767199
SIM-0375,0,parked_tipover,6650,-0.002077,0.994967,-0.036164,-0.247580,3.706839,1.894543
SIM-0375,0,parked_tipover,6660,0.016354,1.012625,-0.063704,0.949845,-1.322572,0.313127
SIM-0375,0,parked_tipover,6670,-0.018235,0.948977,-0.092029,-1.119098,-0.569291,-0.974027
SIM-0375,0,parked_tipover,6680,-0.009585,0.969035,-0.074487,-0.087778,-3.464730,0.317425
SIM-0375,0,parked_tipover,6690,0.060325,1.030437,-0.038539,1.207074,-0.209934,0.127465
SIM-0375,0,parked_tipover,6700,-0.016977,0.937835,-0.060814,-1.521525,0.151481,-1.147578
SIM-0375,0,parked_tipover,6710,-0.016335,0.970560,-0.028964,-1.588637,0.720464,1.655182
SIM-0375,0,parked_tipover,6720,-0.037632,0.972544,-0.082118,1.493453,0.206249,-0.696852
SIM-0375,0,parked_tipover,6730,0.001793,0.990952,-0.060180,1.285364,-1.837264,-0.072520
SIM-0375,0,parked_tipover,6740,0.009197,0.991000,-0.073101,3.821306,-0.952864,0.437150
SIM-0375,0,parked_tipover,6750,0.043744,0.990455,-0.074225,-1.437671,-3.393137,0.623103
SIM-0375,0,parked_tipover,6760,-0.000383,0.964244,-0.073433,0.907741,-1.216761,-3.015064
SIM-0375,0,parked_tipover,6770,0.009974,0.994352,-0.005398,-1.018146,-1.232596,0.441303
SIM-0375,0,parked_tipover,6780,0.011635,0.962170,-0.073665,-0.514824,-2.648503,1.091980
SIM-0375,0,parked_tipover,6790,0.024562,1.007778,-0.009743,-0.625697,-0.091682,-0.911116
SIM-0375,0,parked_tipover,6800,0.012214,0.957935,-0.072184,0.378497,-1.278122,0.481365
SIM-0375,0,parked_tipover,6810,0.004068,0.950516,-0.034648,-0.321321,1.173569,1.266549
SIM-0375,0,parked_tipover,6820,0.012134,0.967294,-0.081690,1.396210,0.466341,-0.774235
SIM-0375,0,parked_tipover,6830,-0.000024,0.972583,-0.067370,-3.057237,-0.071680,-1.142641
SIM-0375,0,parked_tipover,6840,-0.004949,0.998595,-0.101385,0.585247,-1.676518,-0.630064
SIM-0375,0,parked_tipover,6850,0.001551,1.002219,-0.082121,1.269054,0.335956,-0.503305
SIM-0375,0,parked_tipover,6860,0.008217,0.964348,-0.064644,-0.115956,1.172365,1.441663
SIM-0375,0,parked_tipover,6870,-0.003403,0.963837,-0.041208,1.029779,-0.744256,-1.742023
SIM-0375,0,parked_tipover,6880,-0.033942,0.942917,-0.027241,-0.774662,1.857381,-1.863105
SIM-0375,0,parked_tipover,6890,-0.014847,0.945730,-0.052253,0.555053,-1.417285,-1.918433
SIM-0375,0,parked_tipover,6900,-0.029989,0.994789,-0.045673,-0.144279,-2.232763,0.567159
SIM-0375,0,parked_tipover,6910,-0.032659,0.996093,-0.048135,0.974363,-2.815843,-1.193925
SIM-0375,0,parked_tipover,6920,-0.004021,0.998980,-0.045849,-0.415782,1.291243,-1.471998
SIM-0375,0,parked_tipover,6930,0.026438,1.007172,-0.034949,0.554981,0.771228,-2.854247
SIM-0375,0,parked_tipover,6940,-0.001062,1.009709,-0.046089,0.662511,-0.020782,0.470477
SIM-0375,0,parked_tipover,6950,-0.011726,0.987348,-0.060691,0.481802,-1.226541,0.761937
SIM-0375,0,parked_tipover,6960,0.000013,0.998410,-0.010025,1.225230,-0.884901,-1.838838
SIM-0375,0,parked_tipover,6970,-0.016289,0.957988,-0.049589,-1.710712,0.549047,0.074834
SIM-0375,0,parked_tipover,6980,-0.066730,1.008581,-0.041916,4.774173,1.147036,0.966257
SIM-0375,0,parked_tipover,6990,-0.027573,0.983564,-0.070785,-1.099645,0.571917,-1.976560
SIM-0375,0,parked_tipover,7000,-0.006549,1.017677,-0.064248,0.475258,-1.241076,-2.823923
SIM-0375,0,parked_tipover,7010,0.007043,0.964915,-0.043075,0.301551,0.682020,0.572868
SIM-0375,0,parked_tipover,7020,0.043574,0.974607,-0.009328,-1.220005,-0.249014,0.409520
SIM-0375,0,parked_tipover,7030,-0.024453,1.014610,-0.063372,-1.517907,-0.135663,-1.128435
SIM-0375,0,parked_tipover,7040,-0.052281,0.996490,-0.079541,0.168334,-1.040624,-1.085536
SIM-0375,0,parked_tipover,7050,0.002334,0.954430,-0.027075,-3.236360,-0.835875,0.461991
SIM-0375,0,parked_tipover,7060,-0.017943,0.974269,-0.060094,1.291374,0.538418,-0.805654
SIM-0375,0,parked_tipover,7070,-0.026019,0.974470,-0.038555,3.589152,-0.236304,-2.335753
SIM-0375,0,parked_tipover,7080,-0.027533,0.977444,-0.049070,-0.707287,-0.225215,-2.529525
SIM-0375,0,parked_tipover,7090,0.065527,0.999210,-0.020854,0.135434,-1.994493,-1.823979
SIM-0375,0,parked_tipover,7100,-0.015760,0.974912,-0.041753,0.610161,-2.586712,-1.469473
SIM-0375,0,parked_tipover,7110,0.024603,0.959350,-0.029934,-0.707480,0.332616,-3.018305
SIM-0375,0,parked_tipover,7120,0.002195,0.990432,-0.040994,-0.467396,1.141665,1.089726
SIM-0375,0,parked_tipover,7130,0.009933,1.018329,-0.056144,-2.034456,0.680263,-0.426920
SIM-0375,0,parked_tipover,7140,-0.012775,1.001540,-0.055550,-1.411292,0.352473,-2.906197
SIM-0375,0,parked_tipover,7150,-0.014350,1.009727,-0.034796,-0.714311,-0.581443,-0.114089
SIM-0375,0,parked_tipover,7160,-0.034832,1.001640,-0.071096,1.860722,-0.480916,2.042315
SIM-0375,0,parked_tipover,7170,-0.001960,0.985045,-0.062026,0.925791,1.497539,1.058535
SIM-0375,0,parked_tipover,7180,0.041772,1.017767,-0.048133,0.122024,0.928804,0.919853
SIM-0375,0,parked_tipover,7190,0.007240,0.950435,-0.050783,-0.850793,0.724994,1.968791
SIM-0375,0,parked_tipover,7200,-0.018668,1.026012,-0.044645,-1.140577,1.454709,0.754197
SIM-0375,0,parked_tipover,7210,0.005973,0.991378,-0.051364,-0.815260,-0.220965,-0.573192
SIM-0375,0,parked_tipover,7220,0.021994,0.964394,-0.025209,0.317748,-2.090051,2.451901
SIM-0375,0,parked_tipover,7230,0.011146,1.002611,-0.026688,-1.740391,-1.258143,-0.295541
SIM-0375,0,parked_tipover,7240,0.014677,0.972589,-0.085937,-1.336203,-1.355068,-0.940368
SIM-0375,0,parked_tipover,7250,-0.010331,1.011992,-0.098222,-0.006215,1.328957,-0.667234
SIM-0375,0,parked_tipover,7260,0.022665,1.004879,-0.053423,-0.049917,-0.388123,-0.217951
SIM-0375,0,parked_tipover,7270,-0.039586,0.997603,-0.056152,0.920055,1.512626,-2.329893
SIM-0375,0,parked_tipover,7280,0.022702,0.967781,-0.059702,-3.996264,1.588582,0.326585
SIM-0375,0,parked_tipover,7290,0.012726,0.966363,-0.036782,-1.608423,-0.926884,0.058585
SIM-0375,0,parked_tipover,7300,-0.003819,1.003996,-0.066443,-0.879758,1.228822,-0.295367
SIM-0375,0,parked_tipover,7310,0.009959,1.020178,-0.035347,0.072489,0.174271,-0.473125
SIM-0375,0,parked_tipover,7320,0.013906,0.974921,-0.046330,-1.145765,1.052064,-0.083106
SIM-0375,0,parked_tipover,7330,0.011808,1.014013,-0.018714,-0.399443,-0.514596,0.263193
SIM-0375,0,parked_tipover,7340,-0.032202,0.987644,-0.091865,0.225526,-0.339562,-0.580796
SIM-0375,0,parked_tipover,7350,-0.040365,0.971711,-0.061601,-2.303447,0.083484,0.620919
SIM-0375,0,parked_tipover,7360,0.031338,0.990213,-0.032428,0.175349,-0.448897,-1.229223
SIM-0375,0,parked_tipover,7370,-0.028173,1.002824,-0.044165,1.332556,-0.227313,-1.926177
SIM-0375,0,parked_tipover,7380,-0.032180,0.962466,-0.073946,-1.850761,-0.826963,0.296782
SIM-0375,0,parked_tipover,7390,-0.029021,0.964546,-0.049376,-2.356132,0.286884,-3.105238
SIM-0375,0,parked_tipover,7400,-0.003803,0.986045,-0.045498,-1.919093,-0.246412,-0.259661
SIM-0375,0,parked_tipover,7410,-0.041796,0.970874,-0.041416,-2.191454,-0.971850,-4.080480
SIM-0375,0,parked_tipover,7420,0.028541,0.982429,-0.041464,-2.100365,-1.768959,3.211771
SIM-0375,0,parked_tipover,7430,0.028568,0.977104,-0.021570,0.911495,1.263819,-0.204766
SIM-0375,0,parked_tipover,7440,-0.010996,0.994095,-0.037583,-0.280114,0.234024,0.123161
SIM-0375,0,parked_tipover,7450,0.017814,0.987604,-0.046791,-0.303264,2.183041,-1.759114
SIM-0375,0,parked_tipover,7460,-0.026595,0.971546,-0.069260,0.806460,0.355761,-0.773041
SIM-0375,0,parked_tipover,7470,0.013146,0.985814,-0.058190,-2.449897,0.006681,1.047794
SIM-0375,0,parked_tipover,7480,0.004697,0.993347,-0.065923,1.475093,1.435977,-2.893049
SIM-0375,0,parked_tipover,7490,-0.009696,0.978824,-0.037708,0.623840,1.612356,-2.491434
SIM-0375,0,parked_tipover,7500,0.002915,0.978947,-0.031165,-1.493631,-0.014371,1.284585
SIM-0375,0,parked_tipover,7510,-0.051113,0.959891,-0.038599,-2.294233,-2.404678,-1.484166
SIM-0375,0,parked_tipover,7520,0.040264,0.964958,-0.056809,-0.205340,-1.223636,0.918210
SIM-0375,0,parked_tipover,7530,0.022986,0.959122,-0.092195,-0.064754,-2.150875,-3.950422
SIM-0375,0,parked_tipover,7540,-0.008289,0.979866,-0.057433,-2.280005,1.165957,-1.634393
SIM-0375,0,parked_tipover,7550,-0.019942,0.987587,-0.049459,2.057661,-1.758862,1.515447
SIM-0375,0,parked_tipover,7560,0.015408,0.994201,-0.066253,-1.983279,-1.719995,-0.292581
SIM-0375,0,parked_tipover,7570,-0.007613,0.961387,-0.056755,0.176057,0.905539,-0.148773
SIM-0375,0,parked_tipover,7580,-0.044981,0.987310,-0.060856,1.362752,-0.012681,-0.494726
SIM-0375,0,parked_tipover,7590,0.004755,1.000010,-0.061244,-0.276553,-0.790710,-2.104985
SIM-0375,0,parked_tipover,7600,0.000199,0.988475,-0.032883,-1.808309,-0.617775,0.488179
SIM-0375,0,parked_tipover,7610,-0.002168,0.968249,-0.064636,-0.808589,-0.416409,1.083363
SIM-0375,0,parked_tipover,7620,0.001664,1.012374,-0.046547,0.417165,1.517801,-4.323544
SIM-0375,0,parked_tipover,7630,-0.006082,0.936088,-0.059516,-0.658645,-0.897703,0.916665
SIM-0375,0,parked_tipover,7640,0.018201,1.021075,-0.048130,-0.423673,1.322901,-1.480543
SIM-0375,0,parked_tipover,7650,-0.000022,0.987576,-0.062694,-1.380890,1.599556,-1.202246
SIM-0375,0,parked_tipover,7660,0.011680,0.991856,-0.023487,0.212326,-1.527493,-0.308341
SIM-0375,0,parked_tipover,7670,-0.001307,1.011795,-0.054370,1.645076,1.064884,-2.700111
SIM-0375,0,parked_tipover,7680,-0.058577,0.963126,-0.030798,-2.677205,2.642814,1.745800
SIM-0375,0,parked_tipover,7690,-0.006193,0.945187,-0.005368,1.610607,0.561219,0.979086
SIM-0375,0,parked_tipover,7700,0.025782,1.012548,-0.079427,0.143778,0.815990,1.669773
SIM-0375,0,parked_tipover,7710,-0.008924,1.029520,-0.081093,-0.112741,0.202497,1.458549
SIM-0375,0,parked_tipover,7720,0.038307,1.001403,-0.066114,-0.610878,-1.297402,-0.024013
SIM-0375,0,parked_tipover,7730,-0.013367,1.004606,-0.097154,-0.240663,1.076823,-1.811827
SIM-0375,0,parked_tipover,7740,0.014763,0.970748,-0.105088,-2.025585,1.294003,-0.403716
SIM-0375,0,parked_tipover,7750,0.006667,1.006572,-0.061617,-1.256361,-0.472384,2.443943
SIM-0375,0,parked_tipover,7760,-0.028446,0.961411,-0.051987,0.231149,-2.488893,-0.304769
SIM-0375,0,parked_tipover,7770,0.010503,0.953151,-0.055558,-1.467493,-0.546914,1.189051
SIM-0375,0,parked_tipover,7780,0.015712,0.974564,-0.015373,-4.074209,-2.890317,-2.476173
SIM-0375,0,parked_tipover,7790,0.029721,1.005360,-0.034720,-1.669962,0.917216,-2.741640
SIM-0375,0,parked_tipover,7800,-0.026588,0.985467,-0.025981,0.429628,-1.542393,-0.248505
SIM-0375,0,parked_tipover,7810,-0.016005,0.982035,-0.062445,0.427296,0.774227,-0.178072
SIM-0375,0,parked_tipover,7820,-0.026750,0.953649,-0.056998,-2.786349,1.348223,1.508662
SIM-0375,0,parked_tipover,7830,-0.001227,1.004976,-0.044559,-0.195552,-1.061247,0.920267
SIM-0375,0,parked_tipover,7840,0.035471,0.984650,-0.075380,-1.322093,0.658592,-2.023189
SIM-0375,0,parked_tipover,7850,0.015345,1.009369,-0.077147,-2.151558,0.986234,0.180941
SIM-0375,0,parked_tipover,7860,-0.008528,1.013296,-0.040602,0.966747,-1.574705,-3.477459
SIM-0375,0,parked_tipover,7870,-0.056987,0.988590,-0.083414,0.132004,2.038427,-0.397940
SIM-0375,0,parked_tipover,7880,0.003965,0.976355,-0.066768,1.146061,-0.127044,1.620360
SIM-0375,0,parked_tipover,7890,-0.010303,1.009876,-0.025111,-0.262869,0.343954,-0.229630
SIM-0375,0,parked_tipover,7900,-0.036460,0.991420,-0.013465,2.805050,1.752218,-0.864264
SIM-0375,0,parked_tipover,7910,-0.015823,0.981786,-0.037888,-3.099573,-3.452031,0.725904
SIM-0375,0,parked_tipover,7920,0.007750,0.951119,-0.049678,-2.155921,1.218307,0.990457
SIM-0375,0,parked_tipover,7930,-0.015345,0.961538,-0.049600,-0.057617,0.367980,-1.224854
SIM-0375,0,parked_tipover,7940,0.023904,0.959656,-0.061005,-0.609551,-0.508423,0.558754
SIM-0375,0,parked_tipover,7950,0.012448,0.997270,-0.066097,-0.979311,0.469596,-0.481841
SIM-0375,0,parked_tipover,7960,0.038122,0.987870,-0.044604,-2.304881,1.664282,0.906908
SIM-0375,0,parked_tipover,7970,-0.001835,0.988613,-0.020174,-0.408896,-2.761823,-1.626149
SIM-0375,0,parked_tipover,7980,-0.005860,0.972995,-0.016621,0.708339,-0.216162,1.075409
SIM-0375,0,parked_tipover,7990,0.032323,0.974361,-0.016981,1.170794,-1.200767,-2.366421
SIM-0375,0,parked_tipover,8000,-0.002334,0.961363,-0.050800,-0.643338,-0.427739,-2.200966
SIM-0375,0,parked_tipover,8010,0.022211,0.987578,-0.027811,-0.535161,0.856779,-2.459239
SIM-0375,0,parked_tipover,8020,-0.010469,0.998935,-0.077779,-2.957807,2.252424,0.613140
SIM-0375,0,parked_tipover,8030,-0.014682,0.978993,-0.027423,-2.982978,3.039186,-1.082890
SIM-0375,0,parked_tipover,8040,-0.057514,0.968749,-0.063084,0.301084,-0.028523,-0.456629
SIM-0375,0,parked_tipover,8050,-0.001502,0.970645,-0.058103,0.565157,0.277810,0.089325
SIM-0375,0,parked_tipover,8060,0.000347,0.978786,-0.073872,0.980208,-0.150523,1.770759
SIM-0375,0,parked_tipover,8070,0.004430,0.999105,-0.030379,0.242269,-0.470562,-0.674649
SIM-0375,0,parked_tipover,8080,-0.019709,0.952649,-0.056793,-0.156882,-0.559589,1.264905
SIM-0375,0,parked_tipover,8090,-0.021197,1.002736,-0.044240,-1.411246,-1.453002,-1.837388
SIM-0375,0,parked_tipover,8100,-0.031620,0.971273,-0.105515,0.813185,-2.440564,-0.750558
SIM-0375,0,parked_tipover,8110,0.014234,0.996977,-0.019976,-0.219787,0.351512,-1.570782
SIM-0375,0,parked_tipover,8120,0.008122,1.023833,-0.022527,0.166885,1.376645,-2.859849
SIM-0375,0,parked_tipover,8130,-0.002369,0.986193,-0.023322,-1.854350,-0.466458,0.241376
SIM-0375,0,parked_tipover,8140,-0.025036,1.012475,-0.048531,0.421505,1.661660,-1.558540
SIM-0375,0,parked_tipover,8150,0.035799,0.935332,-0.052632,-0.565631,-2.036090,-0.713243
SIM-0375,0,parked_tipover,8160,-0.010290,1.000393,-0.086828,-1.592071,0.964216,2.950014
SIM-0375,0,parked_tipover,8170,-0.033808,0.997741,-0.048796,-3.591399,-0.358100,0.553705
SIM-0375,0,parked_tipover,8180,0.009206,0.978757,-0.077963,-5.111864,0.059084,2.415899
SIM-0375,0,parked_tipover,8190,-0.005408,0.976621,-0.025795,-1.604355,1.192285,2.139219
SIM-0375,0,parked_tipover,8200,0.008013,0.970565,-0.049589,-3.981669,0.215621,-0.289501
SIM-0375,0,parked_tipover,8210,0.004217,0.997607,-0.057131,0.722380,1.415557,0.517419
SIM-0375,0,parked_tipover,8220,-0.026653,0.965780,-0.033824,-2.469367,0.141871,0.599827
SIM-0375,0,parked_tipover,8230,0.005613,0.984579,-0.069350,-0.847144,2.017710,2.311483
SIM-0375,0,parked_tipover,8240,-0.028905,0.961532,-0.042385,-1.731242,-4.889699,-0.719201
SIM-0375,0,parked_tipover,8250,0.002168,1.051075,-0.084768,-1.580775,-4.067477,-0.188006
SIM-0375,0,parked_tipover,8260,0.000630,0.979012,-0.044560,-2.510522,1.518841,-0.122507
SIM-0375,0,parked_tipover,8270,-0.034896,0.990313,-0.052999,-2.284117,-0.683503,-2.460805
SIM-0375,0,parked_tipover,8280,-0.011765,1.003137,-0.053175,0.423053,0.799286,0.576943
SIM-0375,0,parked_tipover,8290,0.000941,0.973456,-0.096796,-1.295344,-0.715168,-0.288273
SIM-0375,0,parked_tipover,8300,-0.035873,0.965356,-0.050660,-3.160748,1.622414,-1.792669
SIM-0375,0,parked_tipover,8310,0.001769,0.948222,-0.045738,-1.530070,-1.069246,2.259463
SIM-0375,0,parked_tipover,8320,0.009252,0.943250,-0.018199,-0.124810,0.637892,-3.643874
SIM-0375,0,parked_tipover,8330,0.001522,0.981406,-0.041053,-1.036261,-0.667067,-1.843608
SIM-0375,0,parked_tipover,8340,0.006587,0.960231,-0.074509,-1.884861,1.855852,1.005126
SIM-0375,0,parked_tipover,8350,0.013475,1.019464,0.002106,-0.771193,0.651328,1.576581
SIM-0375,0,parked_tipover,8360,-0.008220,1.008572,-0.085836,-1.442070,-0.655887,0.970411
SIM-0375,0,parked_tipover,8370,0.010016,0.987332,-0.005584,-3.346386,-2.646183,1.821027
SIM-0375,0,parked_tipover,8380,0.017145,1.014782,-0.064789,-1.929143,-2.657515,1.465595
SIM-0375,0,parked_tipover,8390,-0.008414,0.960112,-0.079399,-0.711152,0.497237,2.396365
SIM-0375,0,parked_tipover,8400,-0.046138,0.975058,-0.047023,-0.648110,0.861075,-2.696319
SIM-0375,0,parked_tipover,8410,-0.021118,0.997610,-0.033454,2.472804,-2.577081,-1.308152
SIM-0375,0,parked_tipover,8420,0.003343,0.994574,-0.109886,0.405204,-1.491594,-0.491283
SIM-0375,0,parked_tipover,8430,0.012777,0.996702,-0.038777,-1.562118,0.980564,0.157983
SIM-0375,0,parked_tipover,8440,-0.015580,0.962867,-0.070793,1.930919,-0.785945,-1.415854
SIM-0375,0,parked_tipover,8450,-0.016448,1.008461,-0.020971,2.990841,-2.064566,0.926071
SIM-0375,0,parked_tipover,8460,0.028808,0.963707,-0.047509,0.317618,0.968066,-0.542370
SIM-0375,0,parked_tipover,8470,-0.012086,0.988451,-0.058105,-0.923837,-0.260322,-1.145969
SIM-0375,0,parked_tipover,8480,-0.006443,0.989333,-0.042904,1.154172,2.486398,-0.163231
SIM-0375,0,parked_tipover,8490,-0.006461,0.989421,-0.072478,-2.467015,-2.240261,-3.264277
SIM-0375,0,parked_tipover,8500,-0.025118,0.987098,-0.065751,-1.086868,1.796922,2.151010
SIM-0375,0,parked_tipover,8510,-0.006954,0.997120,-0.016344,-2.268421,-1.689496,0.169929
SIM-0375,0,parked_tipover,8520,0.007635,0.966186,-0.032208,-3.385663,-1.278663,-0.818348
SIM-0375,0,parked_tipover,8530,-0.008621,1.014483,-0.057768,-4.060292,1.281406,2.894423
SIM-0375,0,parked_tipover,8540,-0.025068,1.018411,-0.004913,-2.314961,2.014391,1.736797
SIM-0375,0,parked_tipover,8550,0.010915,0.988343,-0.053138,0.064745,-2.907462,2.093044
SIM-0375,0,parked_tipover,8560,0.026478,1.021217,-0.098299,-0.022369,2.167240,-0.826996
SIM-0375,0,parked_tipover,8570,0.001037,0.980740,-0.046206,-1.696485,1.061571,-0.562697
SIM-0375,0,parked_tipover,8580,-0.031274,0.980925,-0.054059,-2.202365,1.149144,-0.043969
SIM-0375,0,parked_tipover,8590,-0.012273,0.998125,-0.052044,1.514344,0.166199,-0.072024
SIM-0375,0,parked_tipover,8600,0.006338,0.996981,-0.022428,0.959100,-0.103058,-0.083219
SIM-0375,0,parked_tipover,8610,0.017585,0.971098,-0.017282,-2.489177,0.040692,0.926565
SIM-0375,0,parked_tipover,8620,-0.021752,1.000875,-0.019148,-1.083425,0.086149,-0.511289
SIM-0375,0,parked_tipover,8630,-0.021973,1.003445,-0.064543,-1.862699,0.651092,-1.871793
SIM-0375,0,parked_tipover,8640,-0.004065,1.002705,-0.065384,-0.512622,1.069438,-2.955715
SIM-0375,0,parked_tipover,8650,-0.018156,0.981728,-0.092245,-1.148164,-0.281677,-0.161394
SIM-0375,0,parked_tipover,8660,0.017206,0.983809,-0.026358,-2.185050,2.489755,1.292347
SIM-0375,0,parked_tipover,8670,-0.015809,0.949437,-0.085280,-1.609279,-2.948763,-0.385517
SIM-0375,0,parked_tipover,8680,0.014017,0.966535,-0.040213,0.404435,1.248710,1.165448
SIM-0375,0,parked_tipover,8690,-0.023850,0.984726,-0.056450,-0.477067,1.950151,0.326093
SIM-0375,0,parked_tipover,8700,0.002036,0.985855,-0.036180,-1.922370,1.167981,-0.790998
SIM-0375,0,parked_tipover,8710,-0.023738,1.002579,-0.027407,-1.916358,-1.039463,0.260513
SIM-0375,0,parked_tipover,8720,0.025153,1.003237,-0.032093,2.153896,0.539397,-1.011478
SIM-0375,0,parked_tipover,8730,0.004024,1.008877,-0.067984,-1.477320,-2.138093,-0.261297
SIM-0375,0,parked_tipover,8740,-0.024240,1.007467,-0.060217,-0.826961,-0.204858,-0.232561
SIM-0375,0,parked_tipover,8750,-0.003489,0.941663,-0.050602,-0.583115,0.674050,1.790788
SIM-0375,0,parked_tipover,8760,-0.008014,0.932670,-0.037956,-1.112572,1.660285,-0.429675
SIM-0375,0,parked_tipover,8770,-0.002699,0.951783,-0.059976,-1.774758,-1.822726,1.292078
SIM-0375,0,parked_tipover,8780,-0.022603,0.971271,-0.019037,-2.056216,-2.181312,-0.446318
